Key,Value,"Plugin name","File name"
addressShippingAddressDelete,"Lieferadresse löschen",Ceres,Template.properties
addressShippingAddressEdit,"Lieferadresse bearbeiten",Ceres,Template.properties
addressShippingChangedWarning,"Dein Versandprofil wurde gewechselt, da die ausgewählte Adresse diese Art von Versandprofil nicht unterstützt.",Ceres,Template.properties
addressStreet,Straße,Ceres,Template.properties
addressTelephone,Telefon,Ceres,Template.properties
addressTitle,Titel,Ceres,Template.properties
addressToPickupStation,"An Packstation/Postfiliale senden",Ceres,Template.properties
addressVatNumber,USt.-Nr.,Ceres,Template.properties
addressZip,PLZ,Ceres,Template.properties
itemApply,Übernehmen,Ceres,Template.properties
itemAvailabilityAverageDays_asc,"Verfügbarkeit ⬆",Ceres,Template.properties
itemAvailabilityAverageDays_desc,"Verfügbarkeit ⬇",Ceres,Template.properties
itemBundle,Artikelpaket,Ceres,Template.properties
itemBundleContent,"Artikelpaket Inhalt:",Ceres,Template.properties
itemBundleName,":itemName",Ceres,Template.properties
itemCategories,Kategorien,Ceres,Template.properties
itemClose,Schließen,Ceres,Template.properties
itemEuResponsibleNoInformation,"Die Informationen der EU-Verantwortlichen sind derzeit nicht verfügbar.",Ceres,Template.properties
itemEuResponsiblePersonTitle,"EU Verantwortliche Person",Ceres,Template.properties
itemExclVAT,"zzgl. ges. MwSt.",Ceres,Template.properties
itemExclusive,zzgl.,Ceres,Template.properties
itemFilter,Filter,Ceres,Template.properties
itemFilterButton,"Preisfilter anwenden",Ceres,Template.properties
itemFilterCategory,Kategorien,Ceres,Template.properties
itemFilterNoContentMessage,"Für diese Kategorie sind keine Filter verfügbar.",Ceres,Template.properties
itemFilterPriceMax,Maximalpreis,Ceres,Template.properties
itemFilterPriceMin,Minimalpreis,Ceres,Template.properties
itemFilterReset,"Filter zurücksetzen",Ceres,Template.properties
itemFootnote,*,Ceres,Template.properties
itemFrom,"ab ",Ceres,Template.properties
itemFromPrice,"ab :price",Ceres,Template.properties
itemGroupedAttribute,", :name: :value",Ceres,Template.properties
itemImageCarousel,Bilderkarussell,Ceres,Template.properties
itemInclVAT,"inkl. ges. MwSt.",Ceres,Template.properties
itemInput,Maßeingabe,Ceres,Template.properties
itemInputLength,L,Ceres,Template.properties
itemInputWidth,B,Ceres,Template.properties
itemList1ListName,Zuletzt angesehen,Ceres,Template.properties
itemList2ListName,Dazu passend,Ceres,Template.properties
itemList3ListName,Auch Interessant,Ceres,Template.properties
itemListLastSeen,"Zuletzt angesehen",Ceres,Template.properties
itemListXAccessory,Zubehör,Ceres,Template.properties
itemListXCollection,Artikelpaket,Ceres,Template.properties
itemListXReplacementPart,Ersatzteil,Ceres,Template.properties
itemListXSimilar,Ähnlich,Ceres,Template.properties
itemLowestPrice,"Niedrigster Preis der letzten 30 Tage: <span>:price</span>",Ceres,Template.properties
itemManufacturerDetailsTitle,"Angaben zum Hersteller",Ceres,Template.properties
itemManufacturerNoInformation,"Die Herstellerinformationen sind derzeit nicht verfügbar.",Ceres,Template.properties
itemName_asc,"Name A-Z",Ceres,Template.properties
itemName_desc,"Name Z-A",Ceres,Template.properties
itemPrice_asc,"Preis ⬆",Ceres,Template.properties
itemPrice_desc,"Preis ⬇",Ceres,Template.properties
itemProducerName_asc,"Hersteller A-Z",Ceres,Template.properties
itemProducerName_desc,"Hersteller Z-A",Ceres,Template.properties
itemQuantityInput,Mengeneingabe,Ceres,Template.properties
itemQuantityInputDecrease,"Menge verringern",Ceres,Template.properties
itemQuantityInputIncrease,"Menge erhöhen",Ceres,Template.properties
itemRandom,Zufällig,Ceres,Template.properties
itemRating_asc,"Kundenbewertung ⬆",Ceres,Template.properties
itemRating_desc,"Kundenbewertung ⬇",Ceres,Template.properties
itemRecommendedSorting,Empfohlen,Ceres,Template.properties
itemRelevance,Relevanz,Ceres,Template.properties
itemSet,Artikelset,Ceres,Template.properties
itemSetContent,"Artikelset Inhalt:",Ceres,Template.properties
itemSetPrice,"ab :price",Ceres,Template.properties
itemShippingCosts,Versandkosten,Ceres,Template.properties
itemShowItem,"Artikel anzeigen",Ceres,Template.properties
itemShowMore,Mehr,Ceres,Template.properties
itemTo,"bis ",Ceres,Template.properties
itemVariationCreateTimestamp_asc,"Älteste Artikel",Ceres,Template.properties
itemVariationCreateTimestamp_desc,"Neueste Artikel",Ceres,Template.properties
itemVariationCustomNumber_asc,"Variantennummer ⬆",Ceres,Template.properties
itemVariationCustomNumber_desc,"Variantennummer ⬇",Ceres,Template.properties
itemVariationLastUpdateTimestamp_asc,"Letzte Aktualisierung",Ceres,Template.properties
itemVariationLastUpdateTimestamp_desc,"Erste Aktualisierung",Ceres,Template.properties
itemVariationTopseller_asc,"Meistverkaufte Artikel ⬆",Ceres,Template.properties
itemVariationTopseller_desc,"Meistverkaufte Artikel ⬇",Ceres,Template.properties
itemsPerPageLabel,"Artikel pro Seite",Ceres,Template.properties
singleItemAddToBasket,"In den Warenkorb",Ceres,Template.properties
singleItemAdded,"Der Artikel wurde in den Warenkorb gelegt",Ceres,Template.properties
singleItemAdditionalOptions,"Deine Zusatzoptionen (Preis pro Artikel)",Ceres,Template.properties
singleItemAge,Altersfreigabe,Ceres,Template.properties
singleItemAgeRestriction,"Ab :age freigegeben",Ceres,Template.properties
singleItemAgeRestrictionNone,"Ohne Altersbeschränkung",Ceres,Template.properties
singleItemAgeRestrictionNotFlagged,"Nicht gekennzeichnet",Ceres,Template.properties
singleItemAgeRestrictionNotRequired,"Nicht erforderlich",Ceres,Template.properties
singleItemAgeRestrictionUnknown,"Noch nicht bekannt",Ceres,Template.properties
singleItemAttributeTooltip,,Ceres,Template.properties
singleItemBasket,Warenkorb,Ceres,Template.properties
singleItemCheckout,Kasse,Ceres,Template.properties
singleItemCondition,Zustand,Ceres,Template.properties
singleItemContent,Inhalt,Ceres,Template.properties
singleItemCustomsTariffNumber,Zolltarifnummer,Ceres,Template.properties
singleItemDescription,Beschreibung,Ceres,Template.properties
singleItemDimensions,Maße,Ceres,Template.properties
singleItemEuResponsiblePerson,EU-Verantwortlicher,Ceres,Template.properties
singleItemExclVAT,"zzgl. ges. MwSt.",Ceres,Template.properties
singleItemExclusive,zzgl.,Ceres,Template.properties
singleItemExternalVariationId,Varianten-ID,Ceres,Template.properties
singleItemFootnote1,*,Ceres,Template.properties
singleItemFootnote12,"*, *",Ceres,Template.properties
singleItemFootnote2,*,Ceres,Template.properties
singleItemGraduatedBasePrice,:price,Ceres,Template.properties
singleItemGraduatedPrices,Staffelpreise,Ceres,Template.properties
singleItemId,Art.-ID,Ceres,Template.properties
singleItemInclVAT,"inkl. ges. MwSt.",Ceres,Template.properties
singleItemIncludeAbbr,inkl.,Ceres,Template.properties
singleItemInvalidAttribute,:name,Ceres,Template.properties
singleItemIsRequiredProperty,"Hierbei handelt es sich um ein Pflichtfeld.",Ceres,Template.properties
singleItemLightboxImageShown,"Bild %1 von %2",Ceres,Template.properties
singleItemLowestPrice,"Niedrigster Preis der letzten 30 Tage: <span>:price</span>",Ceres,Template.properties
singleItemManufacturer,Hersteller,Ceres,Template.properties
singleItemManufacturingCountry,Herstellungsland,Ceres,Template.properties
singleItemMinimumQuantity,"Ab Menge:",Ceres,Template.properties
singleItemMissingOrderPropertiesError,"Folgende Bestellmerkmale sind Pflichtfelder:<hr><properties><hr>Bitte fülle alle diese Felder aus.",Ceres,Template.properties
singleItemModel,Modell,Ceres,Template.properties
singleItemMoreDetails,"Weitere Details",Ceres,Template.properties
singleItemNetWeight,Netto-Gewicht,Ceres,Template.properties
singleItemNoSelection,"Keine Auswahl",Ceres,Template.properties
singleItemNotAvailable,"<b>:name</b> nicht verfügbar.",Ceres,Template.properties
singleItemNotAvailableInSelection,":name in der Auswahl nicht verfügbar.",Ceres,Template.properties
singleItemNotSalable,Ausverkauft,Ceres,Template.properties
singleItemNotSalableAttribute,:name,Ceres,Template.properties
singleItemNumber,Artikelnummer,Ceres,Template.properties
singleItemOrderPropertyFileHasReset,"Die ausgewählte Datei für das Feld <b>:propertyName</b> wurde beim Variantenwechsel zurückgesetzt. Bitte wähle die Datei erneut aus.",Ceres,Template.properties
singleItemPleaseSelect,"Bitte wählen",Ceres,Template.properties
singleItemPleaseSelectNotAvailable,"Der Artikel ist nicht verfügbar.",Ceres,Template.properties
singleItemPleaseSelectValidVariation,"Bitte wähle eine gültige Variante.",Ceres,Template.properties
singleItemPropertiesWithoutGroup,"Ohne Gruppe",Ceres,Template.properties
singleItemQuantityMax,"Maximale Bestellmenge: :max",Ceres,Template.properties
singleItemQuantityMin,"Minimale Bestellmenge: :min",Ceres,Template.properties
singleItemSetInfo,"Dieses Artikelset kann zur Zeit nicht über den Webshop bestellt werden. Bitte wende Dich an den Webshop-Betreiber.",Ceres,Template.properties
singleItemShippingCosts,Versandkosten,Ceres,Template.properties
singleItemTechnicalData,"Technische Daten",Ceres,Template.properties
singleItemTechnicalDataAttribute,"Technisches Merkmal",Ceres,Template.properties
singleItemTechnicalDataValue,Wert,Ceres,Template.properties
singleItemUnitPrice,Grundpreis,Ceres,Template.properties
singleItemWeight,Gewicht,Ceres,Template.properties
singleItemWishList,Wunschliste,Ceres,Template.properties
singleItemWishListAdd,"Zur Wunschliste hinzufügen",Ceres,Template.properties
singleItemWishListAdded,"Der Artikel wurde der Wunschliste hinzugefügt.",Ceres,Template.properties
singleItemWishListRemove,"Von Wunschliste entfernen",Ceres,Template.properties
singleItemWishListRemoved,"Der Artikel wurde von der Wunschliste entfernt.",Ceres,Template.properties
itemSearchCategories,Kategorien,Ceres,Template.properties
itemSearchDidYouMean,"Meintest Du "":suggestionString""?",Ceres,Template.properties
itemSearchNoResults,"Keine Suchergebnisse für "":searchString"" gefunden.",Ceres,Template.properties
itemSearchProducts,Artikel,Ceres,Template.properties
itemSearchResults,"Suchergebnisse für:",Ceres,Template.properties
itemSearchSearchTerm,Suchbegriff,Ceres,Template.properties
itemSearchSuggestion,Suchvorschläge,Ceres,Template.properties
itemSearchSuggestionNoResults,"Keine Suchergebnisse gefunden.",Ceres,Template.properties
orderConfirmation,Bestellbestätigung,Ceres,Template.properties
orderConfirmationCustomerID,Kundennummer,Ceres,Template.properties
orderConfirmationCustomerSign,"Dein Zeichen",Ceres,Template.properties
orderConfirmationDate,Auftragsdatum,Ceres,Template.properties
orderConfirmationEstimatedShippingDate,"Voraussichtl. Versanddatum",Ceres,Template.properties
orderConfirmationHomepage,Startseite,Ceres,Template.properties
orderConfirmationInvoiceAddress,Rechnungsadresse,Ceres,Template.properties
orderConfirmationItemDiscount,Gesamtrabatt,Ceres,Template.properties
orderConfirmationMyAccount,"Mein Konto",Ceres,Template.properties
orderConfirmationOrderDocuments,Auftragsdokumente,Ceres,Template.properties
orderConfirmationOrderDocumentsDeliveryNote,Lieferschein,Ceres,Template.properties
orderConfirmationOrderDocumentsInvoice,Rechnung,Ceres,Template.properties
orderConfirmationOrderDocumentsInvoiceExternal,"Externe Rechnung",Ceres,Template.properties
orderConfirmationOrderDocumentsOrderConfirmation,Auftragsbestätigung,Ceres,Template.properties
orderConfirmationOrderDocumentsPickupDelivery,Abhollieferung,Ceres,Template.properties
orderConfirmationOrderDocumentsReturnNote,Rücksendeschein,Ceres,Template.properties
orderConfirmationOrderDocumentsReversalDocument,Stornobeleg,Ceres,Template.properties
orderConfirmationOrderId,Auftrags-ID,Ceres,Template.properties
orderConfirmationPaymentMethod,Zahlungsart,Ceres,Template.properties
orderConfirmationPaymentStatus,Zahlungsstatus,Ceres,Template.properties
orderConfirmationPaymentStatus_fullyPaid,Bezahlt,Ceres,Template.properties
orderConfirmationPaymentStatus_overpaid,Überzahlt,Ceres,Template.properties
orderConfirmationPaymentStatus_partlyPaid,"Teilweise bezahlt",Ceres,Template.properties
orderConfirmationPaymentStatus_prepaid,"Im Voraus bezahlt",Ceres,Template.properties
orderConfirmationPaymentStatus_unpaid,"Nicht bezahlt",Ceres,Template.properties
orderConfirmationPricePerPiece,Einzelpreis,Ceres,Template.properties
orderConfirmationProperties,Bestellmerkmale,Ceres,Template.properties
orderConfirmationQuantity,Stückzahl,Ceres,Template.properties
orderConfirmationRebate,"Rabatt auf Warenwert",Ceres,Template.properties
orderConfirmationSameAsInvoice,"Lieferadresse gleich Rechnungsadresse",Ceres,Template.properties
orderConfirmationShippingAddress,Lieferadresse,Ceres,Template.properties
orderConfirmationShippingCosts,Versandkosten,Ceres,Template.properties
orderConfirmationShippingProfile,Versandart,Ceres,Template.properties
orderConfirmationStatus,Status,Ceres,Template.properties
orderConfirmationSubTotal,Zwischensumme,Ceres,Template.properties
orderConfirmationThanks,"Vielen Dank!",Ceres,Template.properties
orderConfirmationTotal,Gesamt,Ceres,Template.properties
orderConfirmationVAT,MwSt.,Ceres,Template.properties
orderConfirmationWillBeProcessed,"Deine Bestellung wird bearbeitet. Hier findest Du eine Zusammenfassung:",Ceres,Template.properties
orderHistory,Auftragshistorie,Ceres,Template.properties
orderHistoryAgain,"Erneut bestellen",Ceres,Template.properties
orderHistoryCancel,Abbrechen,Ceres,Template.properties
orderHistoryChange,Ändern,Ceres,Template.properties
orderHistoryChangePayment,"Zahlungsart ändern",Ceres,Template.properties
orderHistoryChangePaymentLink,"hier klicken",Ceres,Template.properties
orderHistoryChangePaymentNotAllowed,"Zahlungsart kann nicht geändert werden",Ceres,Template.properties
orderHistoryChangePaymentNotPossible,"nicht möglich",Ceres,Template.properties
orderHistoryChangePaymentNotSwitchableWarning,"Nach einem Wechsel auf diese Zahlungsart kann die Zahlungsart nicht mehr geändert werden.",Ceres,Template.properties
orderHistoryChooseNewPayment,"Neue Zahlungsart wählen",Ceres,Template.properties
orderHistoryCoupon,Gutschein,Ceres,Template.properties
orderHistoryCurrentPaymentText,"Aktuelle Zahlungsart:",Ceres,Template.properties
orderHistoryFurtherActions,"Weitere Aktionen",Ceres,Template.properties
orderHistoryGross,Brutto,Ceres,Template.properties
orderHistoryInvoiceAddress,Rechnungsadresse,Ceres,Template.properties
orderHistoryItemDiscount,Rabatt,Ceres,Template.properties
orderHistoryNet,Netto,Ceres,Template.properties
orderHistoryNoOrders,"Es sind noch keine Aufträge vorhanden.",Ceres,Template.properties
orderHistoryOpenAmount,"Zu zahlender Betrag",Ceres,Template.properties
orderHistoryOpenDocument,":documentName öffnen",Ceres,Template.properties
orderHistoryOrderDate,Auftragsdatum,Ceres,Template.properties
orderHistoryOrderDetails,Bestelldetails,Ceres,Template.properties
orderHistoryOrderId,Auftrags-ID,Ceres,Template.properties
orderHistoryPaymentMethod,Zahlungsart,Ceres,Template.properties
orderHistoryPaymentStatus,Zahlungsstatus,Ceres,Template.properties
orderHistoryPaymentStatus_fullyPaid,Bezahlt,Ceres,Template.properties
orderHistoryPaymentStatus_overpaid,Überzahlt,Ceres,Template.properties
orderHistoryPaymentStatus_partlyPaid,"Teilweise bezahlt",Ceres,Template.properties
orderHistoryPaymentStatus_prepaid,"Im Voraus bezahlt",Ceres,Template.properties
orderHistoryPaymentStatus_unpaid,"Nicht bezahlt",Ceres,Template.properties
orderHistoryPricePerPiece,Einzelpreis,Ceres,Template.properties
orderHistoryProperties,"Deine Zusatzoptionen:",Ceres,Template.properties
orderHistoryQuantity,Stückzahl,Ceres,Template.properties
orderHistoryRebate,"Rabatt auf Warenwert",Ceres,Template.properties
orderHistoryReturnSendBack,"Artikel zurücksenden",Ceres,Template.properties
orderHistoryReturnShowLess,"Weniger anzeigen",Ceres,Template.properties
orderHistoryReturnShowMore,"Alles anzeigen",Ceres,Template.properties
orderHistorySameAsInvoice,"Lieferadresse gleich Rechnungsadresse",Ceres,Template.properties
orderHistoryShippingAddress,Lieferadresse,Ceres,Template.properties
orderHistoryShippingCosts,Versandkosten,Ceres,Template.properties
orderHistoryShippingDate,Versanddatum,Ceres,Template.properties
orderHistoryShippingProfile,Versandart,Ceres,Template.properties
orderHistoryShow,"Zeige :countStart - :countEnd von :orderMaxCount Aufträgen",Ceres,Template.properties
orderHistoryStatus,Status,Ceres,Template.properties
orderHistorySubTotal,Zwischensumme,Ceres,Template.properties
orderHistorySum,Summe,Ceres,Template.properties
orderHistoryTime,Uhr,Ceres,Template.properties
orderHistoryTotal,Summe,Ceres,Template.properties
orderHistoryTotalSum,Gesamtsumme,Ceres,Template.properties
orderHistoryTracking,Sendungsverfolgung,Ceres,Template.properties
orderHistoryVAT,MwSt.,Ceres,Template.properties
orderHistoryValue,Warenwert,Ceres,Template.properties
orderHistoryWarranty,"Gewährleistung zu Auftrag :id",Ceres,Template.properties
notificationRemoveCouponMinimumOrderValueIsNotReached,"Der eingelöste Gutschein wurde entfernt. Der Mindestbestellwert wird nicht mehr erreicht.",Ceres,Template.properties
notificationsBasketItemsRemoved,"Es wurden Artikel aus Deinem Warenkorb entfernt, da diese aktuell nicht verfügbar sind.",Ceres,Template.properties
notificationsBasketItemsRemovedForContactClass,"Es wurden Artikel aus Deinem Warenkorb entfernt, da diese nicht für dieses Kundenkonto verfügbar sind.",Ceres,Template.properties
notificationsBasketItemsRemovedForCurrency,"Es wurden Artikel aus Deinem Warenkorb entfernt, da diese nicht in der ausgewählten Währung verfügbar sind.",Ceres,Template.properties
notificationsBasketItemsRemovedForLanguage,"Es wurden Artikel aus Deinem Warenkorb entfernt, da diese nicht in der ausgewählten Sprache verfügbar sind.",Ceres,Template.properties
notificationsBasketItemsRemovedForShippingCountry,"Es wurden Artikel aus Deinem Warenkorb entfernt, da diese nicht für das ausgewählte Lieferland verfügbar sind.",Ceres,Template.properties
notificationsCalculateShippingFailed,"Bei der Versandkostenberechnung kam es zu einem Fehler. Bitte benachrichtige den Betreiber.",Ceres,Template.properties
notificationsCheckPassword,"Die Passwörter stimmen nicht überein.",Ceres,Template.properties
notificationsInvalidResetPasswordUrl,"Die angegebene URL ist ungültig oder abgelaufen.",Ceres,Template.properties
notificationsItemBundleSplitted,"Artikelpaket wurde aufgeteilt.",Ceres,Template.properties
notificationsItemNotAdded,"Der Artikel konnte nicht hinzugefügt werden",Ceres,Template.properties
notificationsItemOutOfStock,"Kein ausreichender Warenbestand vorhanden",Ceres,Template.properties
notificationsNoEmailEntered,"Bitte gib eine gültige E-Mail-Adresse ein.",Ceres,Template.properties
notificationsNotEnoughStockItem,"Für die gewählte Artikelmenge ist nicht genügend Bestand verfügbar.",Ceres,Template.properties
notificationsWarningOverselling,"Die gewählte Menge übersteigt den verfügbaren Warenbestand. :stock sind zur Zeit auf Lager; :oversellingAmount werden nachgeliefert.",Ceres,Template.properties
privacyPolicy,Daten:hyphenschutz:hyphenerklärung,Ceres,Template.properties
privacyPolicyMetaDescription,,Ceres,Template.properties
devDateFormat,d.m.Y,Ceres,Template.properties
devDateFormatMoment,DD.MM.YYYY,Ceres,Template.properties
devDateTimeFormat,"d.m.Y, H:i",Ceres,Template.properties
devDateTimeFormatMoment,"DD.MM.YYYY, HH:mm",Ceres,Template.properties
devTimeFormat,H:i,Ceres,Template.properties
devTimeFormatMoment,HH:mm,Ceres,Template.properties
footerAllRightsReserved,"Alle Rechte vorbehalten.",Ceres,Template.properties
footerCancellationForm,Widerrufs:hyphenformular,Ceres,Template.properties
footerCancellationRight,Widerrufs:hyphenrecht,Ceres,Template.properties
footerCertifiedBy,"Geprüfte Leistung",Ceres,Template.properties
footerColumnTitle1,Shop,Ceres,Template.properties
footerColumnTitle2,"Mein Konto",Ceres,Template.properties
footerColumnTitle3,Service,Ceres,Template.properties
footerContact,Kontakt,Ceres,Template.properties
footerDeclarationOfAccessibility,Barrierefreiheitserklärung,Ceres,Template.properties
footerGtc,AGB,Ceres,Template.properties
footerLegalDisclosure,Impressum,Ceres,Template.properties
footerOrderShippedBy,"Wir verschicken mit",Ceres,Template.properties
footerPaymentMethods,Zahlungsarten,Ceres,Template.properties
footerPrivacyPolicy,Daten:hyphenschutz:hyphenerklärung,Ceres,Template.properties
footerStoreFeature1,"gleichtägiger Versand bis 14 Uhr",Ceres,Template.properties
footerStoreFeature2,"Handwerkerqualität",Ceres,Template.properties
footerStoreFeature3,"14 Tage Rückgaberecht",Ceres,Template.properties
couponAlreadyFinalized,"Bearbeiten nicht möglich. Der Gutschein wurde bereits erstellt.",Ceres,Template.properties
couponAlreadyUsedOrInvalidCouponCode,"Der Gutschein wurde bereits verwendet oder ist ungültig.",Ceres,Template.properties
couponCampaignExpired,"Der Gutschein ist leider abgelaufen.",Ceres,Template.properties
couponCampaignNoWebstoreActivated,"Der Gutschein konnte nicht eingelöst werden. Kein Mandant aktiviert.",Ceres,Template.properties
couponCampaignNoWebstoreIdGiven,"Der Gutschein konnte nicht eingelöst werden. Keine Mandant-ID übergeben.",Ceres,Template.properties
couponCampaignWrongWebstoreId,"Der Gutschein konnte nicht eingelöst werden. Falscher Mandant.",Ceres,Template.properties
couponCancel,Abbrechen,Ceres,Template.properties
couponChangeFailure,"Der Gutschein konnte nicht bearbeitet werden.",Ceres,Template.properties
couponChangeSuccess,"Der Gutschein wurde erfolgreich bearbeitet.",Ceres,Template.properties
couponContent,Gutscheintext,Ceres,Template.properties
couponDownload,"Gutschein herunterladen",Ceres,Template.properties
couponEdit,"Gutschein bearbeiten",Ceres,Template.properties
couponEnterCoupon,"Gutschein-Code eingeben",Ceres,Template.properties
couponExpired,"Der Gutschein ist leider abgelaufen.",Ceres,Template.properties
couponFinalize,"Gutschein erstellen",Ceres,Template.properties
couponFinalizeConfirm,"Möchtest Du den Gutschein als PDF erzeugen? Texte können danach nicht mehr geändert werden!",Ceres,Template.properties
couponFinalizeConfirmNo,Abbrechen,Ceres,Template.properties
couponFinalizeConfirmYes,"PDF erzeugen",Ceres,Template.properties
couponFinalizeFailure,"Der Gutschein konnte nicht erstellt werden.",Ceres,Template.properties
couponFinalizeSuccess,"Der Gutschein wurde erfolgreich erstellt.",Ceres,Template.properties
couponIsEmpty,"Bitte gib einen Gutschein-Code ein.",Ceres,Template.properties
couponLabel,Gutschein,Ceres,Template.properties
couponMinOrderValueNotReached,"Der Gutschein wurde leider wieder entfernt, da der hierfür nötige Warenwert unterschritten wurde. Bitte gib den Code erneut ein, wenn der geforderte Warenwert erreicht ist.",Ceres,Template.properties
couponNoCustomerGroupActivated,"Der Gutschein konnte nicht eingelöst werden. Keine Kundenklasse aktiviert.",Ceres,Template.properties
couponNoCustomerTypeActivated,"Der Gutschein konnte nicht eingelöst werden. Kein Kundentyp aktiviert.",Ceres,Template.properties
couponNoCustomerTypeProvided,"Der Gutschein konnte nicht eingelöst werden. Kundentyp nicht übergeben.",Ceres,Template.properties
couponNoMatchingItemInBasket,"Der Gutschein wurde leider wieder entfernt, da kein Artikel im Warenkorb für diesen Gutschein freigeschaltet wurde.",Ceres,Template.properties
couponNoOpenAmount,"Der Gutschein wurde bereits vollständig eingelöst.",Ceres,Template.properties
couponNotPaid,"Das Erstellen des Gutscheins ist erst nach Bezahlung möglich.",Ceres,Template.properties
couponOnlyForExistingCustomers,"Der Gutschein kann nur von Bestandskunden eingelöst werden.",Ceres,Template.properties
couponOnlyForNewCustomers,"Der Gutschein kann nur von Neukunden eingelöst werden.",Ceres,Template.properties
couponOnlySingleUsage,"Diesen Gutschein kann nicht für Abo-Artikel eingelöst werden.",Ceres,Template.properties
couponOnlySubscription,"Der Gutschein kann nur für Abo-Artikel eingelöst werden.",Ceres,Template.properties
couponPromotionRequired,"Die Variante des Artikels kann nur gekauft werden, wenn ein Aktionsgutschein eingelöst wird.",Ceres,Template.properties
couponReadonlyInfoText,,Ceres,Template.properties
couponRecipient,Empfänger,Ceres,Template.properties
couponRedeem,Einlösen,Ceres,Template.properties
couponRedeemFailure,"Der Gutschein konnte nicht eingelöst werden.",Ceres,Template.properties
couponRedeemSuccess,"Der Gutschein wurde erfolgreich eingelöst.",Ceres,Template.properties
couponRemove,Entfernen,Ceres,Template.properties
couponRemoveFailure,"Der Gutschein konnte nicht entfernt werden.",Ceres,Template.properties
couponRemoveSuccess,"Der Gutschein wurde erfolgreich entfernt.",Ceres,Template.properties
couponSave,"Gutschein speichern",Ceres,Template.properties
couponSender,Absender,Ceres,Template.properties
couponWrongCustomerGroup,"Der Gutschein kann nur von Kunden mit einer anderen Kundenklasse eingelöst werden.",Ceres,Template.properties
couponWrongCustomerType,"Der Gutschein kann nur von Kunden mit einem anderen Kundentyp eingelöst werden.",Ceres,Template.properties
couponnotUsableForSpecialOffer,"Der Gutschein konnte nicht eingelöst werden. Gutscheine können nicht für Sonderangebotsartikel verwendet werden.",Ceres,Template.properties
headerBg,Bulgarisch,Ceres,Template.properties
headerBreadcrumbHome,"Zur Startseite gehen",Ceres,Template.properties
headerChangeDeliveryCountry,"Bitte ändere Deine Adresse, um das Lieferland zu wechseln.",Ceres,Template.properties
headerCn,Chinesisch,Ceres,Template.properties
headerCompanyName,"Schrauben-Hammer.de",Ceres,Template.properties
headerCountry,Land,Ceres,Template.properties
headerCurrency,Währung,Ceres,Template.properties
headerCz,Tschechisch,Ceres,Template.properties
headerDa,Dänisch,Ceres,Template.properties
headerDe,Deutsch,Ceres,Template.properties
headerEn,Englisch,Ceres,Template.properties
headerEs,Spanisch,Ceres,Template.properties
headerFr,Französisch,Ceres,Template.properties
headerIt,Italienisch,Ceres,Template.properties
headerNl,Niederländisch,Ceres,Template.properties
headerNn,Norwegisch,Ceres,Template.properties
headerPl,Polnisch,Ceres,Template.properties
headerPt,Portugiesisch,Ceres,Template.properties
headerRo,Rumänisch,Ceres,Template.properties
headerRu,Russisch,Ceres,Template.properties
headerSe,Schwedisch,Ceres,Template.properties
headerSearch,Suche,Ceres,Template.properties
headerSearchPlaceholder,,Ceres,Template.properties
headerSearchTerm,Suchbegriff,Ceres,Template.properties
headerSelectLanguage,Sprache,Ceres,Template.properties
headerSelectShippingCountry,Lieferland,Ceres,Template.properties
headerSk,Slowakisch,Ceres,Template.properties
headerState,Bundesland,Ceres,Template.properties
headerTr,Türkisch,Ceres,Template.properties
headerVn,Vietnamesisch,Ceres,Template.properties
bestSellers,Bestseller,Ceres,Homepage.properties
categoryHeadline1,"MÖBEL, DIE BLICKE FANGEN",Ceres,Homepage.properties
categoryHeadline2,"NACHHALTIGE KLEIDUNG",Ceres,Homepage.properties
categoryHeadline3,"DIE ZUKUNFT IST HIER",Ceres,Homepage.properties
categoryName1,PLENTYGEAR,Ceres,Homepage.properties
categoryName2,"PLENTYWEAR - Damen",Ceres,Homepage.properties
categoryName3,"PLENTYWEAR - Herren",Ceres,Homepage.properties
categoryName4,PLENTYLIVING,Ceres,Homepage.properties
crossSeller,"Produkte, die dir auch gefallen könnten",Ceres,Homepage.properties
imageBackgroundHeadline1,"EGAL WIE KLEIN",Ceres,Homepage.properties
imageBackgroundHeadline2,"JEDE BESTELLUNG",Ceres,Homepage.properties
imageBackgroundHeadline3,"PFLANZT EINEN BAUM",Ceres,Homepage.properties
imageHeadline1,"Höchste Präzision und modernste Technik",Ceres,Homepage.properties
imageHeadline2,"Natürliche Schönheit",Ceres,Homepage.properties
imageHeadline3,"Von dir geliebt",Ceres,Homepage.properties
imageHeadline4,"Unser zeitloser Klassiker",Ceres,Homepage.properties
imageText1,"Wir haben unser Handwerk perfektioniert und erreichen höchste Qualität in den Bereichen Kleidung, Möbel und Elektronik. Dabei bilden wir stets die Speerspitze der Innovation und integrieren holistische Arbeitsweisen.",Ceres,Homepage.properties
imageText2,"Die Natur ist unser Vorbild. Deswegen benutzen wir ausschließlich Materialien, die den höchsten Ansprüchen erneuerbarer Prinzipien genügen, um unsere Umwelt nachhaltig zu fördern.",Ceres,Homepage.properties
philosophyHeadline,"Unsere Philosophie",Ceres,Homepage.properties
